ID;area_calc;elev_mean;elev_med;elev_std;elev_ran;slope_mean;mvert_dist;mvert_ang;elon_ratio;strm_dens;p_mean;et0_mean;eta_mean;arid_1;arid_2;p_season;frac_snow;hi_prec_fr;hi_prec_du;hi_prec_ti;lo_prec_fr;lo_prec_du;lo_prec_ti;lc_dom;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;lai_max;lai_diff;ndvi_max;ndvi_min;gvf_max;gvf_diff;bedrk_dep;root_dep;soil_poros;soil_condu;soil_tawc;sand_fra;silt_fra;clay_fra;grav_fra;oc_fra;gc_dom;gc_ig_fra;gc_mt_fra;gc_pa_fra;gc_pb_fra;gc_pi_fra;gc_py_fra;gc_sc_fra;gc_sm_fra;gc_ss_fra;gc_su_fra;gc_va_fra;gc_vb_fra;gc_wb_fra;geol_perme;geol_poros
396;535.589;248;244;50;350;52;42.0;91;0.622;0.33;1.85;2.79;1.75;1.51;1.72;0.43;0.07;17.65;1.25;jja;244.10;3.99;djf;211;0.756;0.000;0.167;0.000;0.000;0.072;2.69;2.50;0.69;0.19;0.81;0.67;10.70;1.14;0.48;0.258;0.16;0.346;0.425;0.229;0.108;0.007;sm;0.000;0.000;0.000;0.000;0.000;0.000;0.022;0.978;0.000;0.000;0.000;0.000;0.000;-13.4;0.187
397;25615.598;390;371;170;1367;68;207.5;178;0.870;0.40;2.02;2.45;1.65;1.21;1.45;0.37;0.10;13.50;1.23;jja;214.15;3.44;djf;211;0.612;0.000;0.305;0.000;0.005;0.062;3.12;2.87;0.70;0.19;0.83;0.69;8.41;1.22;0.47;0.405;0.16;0.425;0.343;0.231;0.115;0.007;su;0.000;0.242;0.055;0.003;0.023;0.001;0.021;0.154;0.229;0.270;0.000;0.001;0.000;-12.2;0.130
398;72.048;221;219;24;139;47;10.9;146;0.878;0.25;1.88;2.83;1.76;1.51;1.73;0.41;0.07;17.90;1.26;jja;244.55;4.01;djf;211;0.851;0.000;0.061;0.000;0.000;0.088;2.04;1.86;0.64;0.19;0.75;0.61;12.62;1.24;0.48;0.197;0.17;0.343;0.445;0.212;0.129;0.007;sm;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;-15.0;0.190
399;131247.215;703;526;532;3865;129;657.1;87;0.622;0.52;3.05;2.30;1.56;0.75;0.90;0.32;0.13;5.70;1.23;NA;152.50;2.92;djf;211;0.476;0.037;0.355;0.002;0.006;0.059;3.15;2.85;0.70;0.20;0.84;0.69;8.89;1.00;0.47;0.349;0.14;0.454;0.327;0.219;0.105;0.013;sm;0.000;0.193;0.056;0.001;0.005;0.000;0.207;0.267;0.056;0.207;0.001;0.002;0.004;-11.8;0.127
401;128.551;844;826;126;849;252;16.5;207;0.776;0.37;3.32;2.41;1.72;0.73;0.87;0.42;0.17;12.90;1.23;jja;182.70;2.87;djf;312;0.060;0.000;0.925;0.000;0.000;0.006;4.08;3.57;0.74;0.31;0.81;0.54;0.86;0.34;0.49;0.117;0.06;0.339;0.413;0.248;0.123;0.019;sc;0.000;0.000;0.000;0.000;0.000;0.000;0.969;0.031;0.000;0.000;0.000;0.000;0.000;-11.8;0.064
402;79.916;1144;1102;312;1420;354;9.8;104;1.029;0.63;3.46;2.19;1.68;0.63;0.67;0.45;0.20;11.15;1.23;jja;175.05;2.79;djf;312;0.037;0.025;0.812;0.000;0.000;0.000;4.11;3.83;0.72;0.21;0.80;0.65;0.57;0.34;0.48;0.037;0.06;0.356;0.426;0.219;0.137;0.020;sc;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;-11.8;0.060
403;251.797;956;876;263;1458;293;19.6;195;0.912;0.49;3.36;2.33;1.70;0.69;0.79;0.44;0.18;11.85;1.23;jja;179.40;2.86;djf;312;0.054;0.011;0.879;0.000;0.000;0.004;4.10;3.68;0.73;0.27;0.81;0.58;0.75;0.34;0.49;0.083;0.06;0.349;0.420;0.230;0.130;0.020;sc;0.000;0.000;0.000;0.000;0.000;0.000;0.982;0.018;0.000;0.000;0.000;0.000;0.000;-11.8;0.062
404;470.842;974;895;306;1630;292;32.4;136;0.757;0.53;3.30;2.32;1.68;0.70;0.78;0.46;0.18;12.05;1.22;jja;180.40;2.87;djf;312;0.084;0.028;0.791;0.000;0.000;0.026;3.94;3.53;0.72;0.27;0.80;0.58;0.81;0.38;0.48;0.094;0.07;0.359;0.411;0.229;0.131;0.018;sc;0.000;0.064;0.000;0.000;0.000;0.000;0.859;0.063;0.000;0.000;0.014;0.000;0.000;-11.9;0.065
405;91.711;872;808;260;1591;265;13.5;107;0.800;0.58;3.06;2.43;1.74;0.79;0.89;0.48;0.13;13.80;1.21;jja;190.50;2.98;djf;312;0.182;0.020;0.718;0.000;0.000;0.031;3.81;3.31;0.72;0.29;0.83;0.57;0.85;0.34;0.50;0.100;0.06;0.331;0.398;0.272;0.115;0.018;sc;0.000;0.000;0.000;0.000;0.000;0.000;0.993;0.007;0.000;0.000;0.000;0.000;0.000;-11.8;0.061
406;114.514;826;775;265;1660;249;18.6;116;0.649;0.56;3.04;2.45;1.73;0.81;0.91;0.49;0.13;14.00;1.21;jja;191.25;2.99;djf;312;0.182;0.016;0.717;0.000;0.000;0.045;3.75;3.20;0.72;0.31;0.83;0.54;0.87;0.34;0.49;0.161;0.06;0.333;0.399;0.268;0.114;0.018;sc;0.000;0.059;0.000;0.000;0.000;0.000;0.923;0.018;0.000;0.000;0.000;0.000;0.000;-11.8;0.060
407;716.649;871;817;325;1723;251;41.0;110;0.736;0.53;3.19;2.40;1.69;0.75;0.85;0.48;0.16;12.85;1.20;jja;184.25;2.90;djf;312;0.150;0.021;0.721;0.000;0.000;0.055;3.68;3.23;0.71;0.29;0.81;0.55;1.30;0.40;0.49;0.183;0.07;0.356;0.401;0.243;0.122;0.017;sc;0.000;0.111;0.000;0.000;0.000;0.000;0.742;0.138;0.000;0.000;0.009;0.000;0.000;-11.9;0.073
408;96.381;926;848;296;1294;197;15.5;70;0.715;0.71;2.79;2.41;1.68;0.86;0.86;0.55;0.12;16.60;1.20;jja;207.60;3.18;djf;312;0.239;0.000;0.681;0.000;0.000;0.026;3.91;3.48;0.74;0.31;0.83;0.55;1.15;0.68;0.46;0.376;0.11;0.485;0.329;0.186;0.126;0.010;mt;0.000;0.907;0.000;0.000;0.000;0.000;0.000;0.093;0.000;0.000;0.000;0.000;0.000;-14.2;0.027
409;115.871;923;868;259;1142;217;18.3;77;0.664;0.69;2.99;2.45;1.66;0.82;0.88;0.55;0.14;16.00;1.19;jja;199.95;3.08;djf;312;0.238;0.000;0.722;0.000;0.000;0.027;4.14;3.64;0.75;0.33;0.84;0.54;0.87;0.66;0.46;0.328;0.11;0.463;0.344;0.193;0.129;0.011;mt;0.000;0.813;0.000;0.000;0.000;0.000;0.077;0.110;0.000;0.000;0.000;0.000;0.000;-12.9;0.034
410;271.259;861;780;277;1350;201;22.8;66;0.816;0.65;2.85;2.47;1.68;0.87;0.92;0.55;0.12;16.30;1.20;jja;205.25;3.15;djf;312;0.278;0.000;0.670;0.000;0.000;0.028;4.03;3.57;0.75;0.32;0.84;0.55;1.06;0.69;0.46;0.420;0.11;0.478;0.333;0.189;0.125;0.010;mt;0.000;0.835;0.000;0.000;0.000;0.000;0.055;0.110;0.000;0.000;0.000;0.000;0.000;-13.0;0.033
411;70.176;599;595;92;515;154;13.1;291;0.720;0.46;2.54;2.63;1.72;1.04;1.20;0.51;0.09;16.65;1.21;jja;217.30;3.32;djf;313;0.467;0.000;0.514;0.000;0.000;0.019;3.94;3.56;0.75;0.31;0.88;0.59;0.96;0.69;0.46;0.650;0.11;0.454;0.346;0.200;0.117;0.009;mt;0.000;0.828;0.000;0.000;0.000;0.000;0.172;0.000;0.000;0.000;0.000;0.000;0.000;-12.6;0.019
412;412.002;760;692;275;1428;184;32.9;53;0.696;0.58;2.78;2.52;1.69;0.91;1.00;0.54;0.11;16.15;1.21;jja;207.50;3.19;djf;312;0.317;0.000;0.629;0.000;0.000;0.037;3.99;3.53;0.75;0.33;0.85;0.55;1.03;0.69;0.46;0.490;0.11;0.466;0.338;0.196;0.121;0.010;mt;0.000;0.794;0.000;0.000;0.000;0.000;0.124;0.082;0.000;0.000;0.000;0.000;0.000;-12.7;0.031
413;1231.076;796;741;322;1803;216;50.3;85;0.787;0.54;2.99;2.46;1.70;0.82;0.93;0.50;0.13;14.10;1.18;jja;192.00;3.02;djf;312;0.222;0.013;0.674;0.000;0.000;0.054;3.76;3.30;0.73;0.31;0.82;0.54;1.68;0.52;0.48;0.325;0.08;0.398;0.378;0.224;0.123;0.014;sc;0.000;0.378;0.000;0.000;0.000;0.000;0.476;0.140;0.000;0.000;0.005;0.000;0.000;-12.1;0.059
414;1253.114;787;735;327;1830;213;54.7;73;0.730;0.54;2.98;2.47;1.70;0.83;0.93;0.50;0.13;14.00;1.18;jja;192.30;3.04;djf;312;0.227;0.012;0.668;0.000;0.000;0.056;3.74;3.28;0.73;0.31;0.82;0.54;2.13;0.53;0.48;0.324;0.09;0.396;0.380;0.224;0.124;0.014;sc;0.000;0.372;0.000;0.000;0.000;0.000;0.468;0.155;0.000;0.000;0.005;0.000;0.000;-12.1;0.062
415;92.703;443;387;187;882;100;16.2;81;0.670;0.51;2.65;2.65;1.82;1.00;1.36;0.48;0.09;15.05;1.22;jja;209.55;3.21;djf;211;0.414;0.010;0.388;0.000;0.000;0.145;2.57;2.09;0.67;0.33;0.79;0.47;9.84;0.35;0.49;0.431;0.06;0.329;0.397;0.274;0.112;0.018;sm;0.000;0.000;0.000;0.000;0.000;0.000;0.297;0.703;0.000;0.000;0.000;0.000;0.000;-12.3;0.151
416;195.573;432;365;176;893;88;23.6;74;0.669;0.48;2.66;2.65;1.82;1.00;1.36;0.48;0.09;15.05;1.22;jja;208.45;3.19;djf;312;0.351;0.005;0.444;0.000;0.000;0.156;2.56;2.02;0.67;0.35;0.78;0.44;16.10;0.36;0.49;0.469;0.06;0.345;0.405;0.250;0.121;0.018;sm;0.000;0.000;0.000;0.000;0.000;0.000;0.259;0.741;0.000;0.000;0.000;0.000;0.000;-12.4;0.156
422;1587.697;697;656;346;1875;182;68.1;67;0.660;0.53;2.87;2.51;1.73;0.87;1.01;0.49;0.12;14.10;1.21;jja;196.35;3.06;djf;312;0.273;0.010;0.603;0.000;0.000;0.078;3.45;3.00;0.71;0.31;0.81;0.53;6.73;0.55;0.48;0.345;0.09;0.385;0.390;0.226;0.125;0.014;sc;0.000;0.298;0.000;0.000;0.000;0.000;0.404;0.294;0.000;0.000;0.004;0.000;0.000;-12.2;0.083
423;1969.229;602;549;368;1927;154;105.0;67;0.477;0.51;2.67;2.57;1.74;0.96;1.10;0.47;0.11;14.05;1.21;jja;200.40;3.13;djf;312;0.350;0.008;0.533;0.000;0.000;0.077;3.33;2.92;0.71;0.30;0.82;0.55;9.94;0.67;0.48;0.350;0.10;0.374;0.402;0.224;0.126;0.013;sm;0.000;0.262;0.000;0.000;0.000;0.000;0.331;0.404;0.000;0.000;0.003;0.000;0.000;-12.3;0.099
426;2118.231;570;502;373;1943;145;112.9;74;0.460;0.51;2.61;2.59;1.74;0.99;1.13;0.46;0.10;13.95;1.21;jja;202.20;3.17;djf;312;0.388;0.008;0.499;0.000;0.000;0.075;3.26;2.87;0.71;0.29;0.82;0.55;12.39;0.72;0.48;0.364;0.11;0.367;0.409;0.224;0.127;0.013;sm;0.000;0.244;0.000;0.000;0.000;0.000;0.308;0.446;0.000;0.000;0.003;0.000;0.000;-12.3;0.106
428;118.604;561;567;137;570;127;26.1;131;0.471;0.39;2.37;2.62;1.71;1.11;1.22;0.48;0.09;17.50;1.19;jja;221.85;3.41;djf;211;0.451;0.000;0.522;0.000;0.000;0.025;3.63;3.16;0.74;0.34;0.90;0.57;2.50;0.68;0.47;0.783;0.11;0.430;0.358;0.212;0.113;0.009;mt;0.000;0.674;0.000;0.000;0.000;0.000;0.115;0.211;0.000;0.000;0.000;0.000;0.000;-12.7;0.054
429;228.046;459;411;153;641;98;33.7;121;0.506;0.39;2.25;2.66;1.73;1.18;1.31;0.46;0.08;18.05;1.21;jja;226.95;3.52;djf;313;0.415;0.000;0.545;0.000;0.000;0.036;3.54;2.98;0.74;0.37;0.88;0.51;2.98;0.66;0.47;0.669;0.10;0.428;0.350;0.223;0.093;0.008;mt;0.000;0.493;0.000;0.000;0.000;0.000;0.062;0.445;0.000;0.000;0.000;0.000;0.000;-13.0;0.093
430;148.669;452;449;123;537;106;26.0;139;0.529;0.43;2.28;2.66;1.72;1.17;1.35;0.46;0.08;18.05;1.20;jja;228.15;3.51;djf;313;0.431;0.000;0.492;0.000;0.000;0.074;3.41;2.96;0.74;0.34;0.88;0.54;3.47;0.64;0.47;0.745;0.10;0.429;0.353;0.217;0.100;0.009;mt;0.000;0.548;0.000;0.000;0.000;0.000;0.027;0.378;0.000;0.000;0.000;0.047;0.000;-13.2;0.083
431;76.675;387;349;121;514;109;10.1;50;0.978;0.44;2.27;2.70;1.77;1.19;1.46;0.46;0.08;18.10;1.22;jja;228.70;3.55;djf;211;0.390;0.000;0.484;0.000;0.000;0.126;3.37;2.98;0.73;0.33;0.85;0.54;3.65;0.99;0.48;0.690;0.15;0.409;0.353;0.238;0.099;0.006;sm;0.000;0.326;0.000;0.000;0.000;0.003;0.000;0.671;0.000;0.000;0.000;0.000;0.000;-14.5;0.131
432;218.621;304;262;118;570;73;18.7;46;0.894;0.38;2.19;2.72;1.83;1.24;1.56;0.44;0.07;17.70;1.22;jja;231.05;3.58;djf;211;0.565;0.000;0.314;0.000;0.000;0.118;2.74;2.44;0.70;0.28;0.81;0.56;8.30;1.11;0.48;0.483;0.16;0.369;0.404;0.227;0.109;0.007;sm;0.000;0.182;0.000;0.000;0.000;0.001;0.000;0.817;0.000;0.000;0.000;0.000;0.000;-14.7;0.157
433;232.893;296;256;119;593;70;23.9;49;0.720;0.39;2.18;2.72;1.83;1.25;1.57;0.43;0.07;17.80;1.22;jja;231.35;3.61;djf;211;0.581;0.000;0.295;0.000;0.000;0.122;2.68;2.39;0.70;0.28;0.81;0.55;10.13;1.13;0.48;0.467;0.16;0.363;0.411;0.227;0.111;0.007;sm;0.000;0.171;0.000;0.000;0.000;0.001;0.000;0.828;0.000;0.000;0.000;0.000;0.000;-14.7;0.159
434;383.001;259;229;113;612;61;30.6;49;0.721;0.38;2.10;2.74;1.87;1.30;1.61;0.42;0.07;17.70;1.22;jja;234.95;3.72;djf;211;0.592;0.000;0.278;0.000;0.000;0.125;2.57;2.30;0.69;0.28;0.80;0.55;13.88;1.13;0.48;0.407;0.16;0.346;0.429;0.224;0.122;0.008;sm;0.000;0.147;0.000;0.000;0.000;0.002;0.002;0.850;0.000;0.000;0.000;0.000;0.000;-14.4;0.163
435;17.049;275;233;83;344;65;9.4;114;0.494;0.36;2.13;2.72;1.82;1.28;1.53;0.43;0.07;19.15;1.23;jja;237.70;3.78;djf;311;0.518;0.000;0.379;0.000;0.000;0.104;2.94;2.60;0.71;0.32;0.82;0.51;10.68;0.67;0.47;0.328;0.10;0.421;0.365;0.214;0.090;0.009;sm;0.000;0.000;0.000;0.000;0.000;0.011;0.000;0.989;0.000;0.000;0.000;0.000;0.000;-14.7;0.189
436;82.103;857;825;170;950;184;10.5;172;0.974;0.80;2.53;2.40;1.62;0.95;0.85;0.51;0.12;16.35;1.19;jja;212.35;3.30;djf;231;0.429;0.000;0.505;0.000;0.000;0.036;4.40;3.97;0.77;0.30;0.90;0.62;0.94;0.43;0.49;0.307;0.08;0.371;0.390;0.239;0.101;0.015;mt;0.000;0.434;0.000;0.000;0.000;0.000;0.346;0.199;0.000;0.000;0.000;0.021;0.000;-12.3;0.065
437;119.097;865;827;178;962;196;11.3;176;1.090;0.78;2.54;2.39;1.61;0.94;0.84;0.51;0.12;16.35;1.18;jja;212.45;3.32;djf;312;0.407;0.000;0.532;0.000;0.000;0.035;4.41;3.98;0.77;0.31;0.89;0.61;0.92;0.41;0.49;0.282;0.07;0.373;0.388;0.239;0.093;0.015;mt;0.000;0.405;0.000;0.000;0.000;0.000;0.381;0.201;0.000;0.000;0.000;0.014;0.000;-12.2;0.066
438;183.711;787;759;204;1132;184;21.6;146;0.709;0.79;2.46;2.43;1.62;0.99;0.89;0.50;0.11;16.80;1.20;jja;215.40;3.34;djf;231;0.407;0.000;0.548;0.000;0.000;0.029;4.38;3.92;0.77;0.33;0.89;0.57;1.41;0.40;0.49;0.363;0.07;0.364;0.390;0.246;0.095;0.015;mt;0.000;0.452;0.000;0.000;0.000;0.000;0.320;0.218;0.000;0.000;0.000;0.009;0.000;-12.3;0.066
439;95.259;811;802;253;1116;205;21.2;157;0.520;0.72;2.44;2.44;1.64;1.00;0.88;0.50;0.11;17.20;1.20;jja;219.85;3.44;djf;313;0.343;0.000;0.543;0.000;0.000;0.087;3.96;3.56;0.74;0.32;0.84;0.54;1.68;0.40;0.48;0.307;0.07;0.391;0.393;0.216;0.090;0.015;mt;0.000;0.486;0.000;0.000;0.000;0.000;0.298;0.216;0.000;0.000;0.000;0.000;0.000;-12.3;0.064
440;301.863;768;746;234;1162;183;25.8;141;0.759;0.75;2.44;2.44;1.63;1.00;0.90;0.50;0.11;16.90;1.18;jja;217.40;3.39;djf;313;0.401;0.000;0.531;0.000;0.000;0.049;4.16;3.73;0.76;0.33;0.87;0.57;1.76;0.41;0.49;0.349;0.07;0.378;0.387;0.235;0.091;0.015;mt;0.000;0.429;0.000;0.000;0.000;0.000;0.289;0.276;0.000;0.000;0.000;0.006;0.000;-12.3;0.075
441;93.850;560;498;189;1102;122;19.8;117;0.552;0.74;2.16;2.51;1.63;1.16;1.02;0.45;0.09;19.40;1.19;jja;232.65;3.72;djf;313;0.460;0.000;0.478;0.000;0.000;0.055;4.13;3.67;0.77;0.34;0.89;0.56;4.27;0.52;0.48;0.426;0.09;0.394;0.378;0.228;0.089;0.012;sm;0.000;0.156;0.000;0.000;0.000;0.000;0.089;0.754;0.000;0.000;0.000;0.000;0.000;-12.8;0.150
442;499.332;656;571;248;1212;155;39.4;143;0.640;0.71;2.30;2.47;1.63;1.07;0.96;0.48;0.10;17.55;1.19;jja;224.80;3.53;djf;313;0.439;0.000;0.487;0.000;0.000;0.060;4.03;3.62;0.76;0.32;0.88;0.57;3.19;0.46;0.48;0.367;0.08;0.390;0.377;0.233;0.084;0.013;sm;0.000;0.289;0.000;0.000;0.000;0.000;0.191;0.516;0.000;0.000;0.000;0.003;0.000;-12.5;0.113
443;691.069;578;475;248;1257;143;52.8;139;0.561;0.65;2.23;2.48;1.63;1.11;0.99;0.46;0.09;18.55;1.19;jja;227.60;3.62;djf;313;0.479;0.000;0.457;0.000;0.001;0.053;4.11;3.73;0.76;0.31;0.89;0.60;4.19;0.50;0.48;0.369;0.08;0.403;0.359;0.238;0.075;0.011;sm;0.000;0.209;0.000;0.000;0.000;0.000;0.138;0.644;0.000;0.000;0.000;0.009;0.000;-12.6;0.134
444;990.279;499;407;240;1299;134;69.8;123;0.509;0.60;2.18;2.49;1.64;1.14;1.03;0.46;0.08;18.75;1.17;jja;231.75;3.74;djf;242;0.509;0.000;0.432;0.000;0.001;0.051;4.09;3.74;0.77;0.30;0.90;0.63;4.98;0.54;0.48;0.355;0.09;0.412;0.350;0.238;0.070;0.010;sm;0.000;0.146;0.000;0.000;0.000;0.000;0.097;0.719;0.000;0.001;0.000;0.038;0.000;-12.8;0.148
445;268.126;869;839;228;1320;163;21.8;113;0.848;0.76;2.76;2.44;1.65;0.88;0.87;0.54;0.11;16.45;1.17;jja;203.25;3.15;djf;312;0.416;0.000;0.539;0.000;0.000;0.023;3.98;3.54;0.74;0.31;0.85;0.57;0.97;0.65;0.47;0.415;0.11;0.452;0.350;0.198;0.125;0.011;mt;0.000;0.918;0.000;0.000;0.000;0.000;0.037;0.045;0.000;0.000;0.000;0.000;0.000;-13.2;0.020
446;285.833;843;824;244;1374;157;28.3;121;0.674;0.75;2.75;2.45;1.65;0.89;0.89;0.54;0.11;16.35;1.17;jja;204.15;3.16;djf;312;0.422;0.000;0.532;0.000;0.000;0.026;3.92;3.49;0.74;0.31;0.85;0.56;1.17;0.64;0.47;0.427;0.11;0.451;0.350;0.200;0.121;0.011;mt;0.000;0.866;0.000;0.000;0.000;0.000;0.034;0.100;0.000;0.000;0.000;0.000;0.000;-13.2;0.030
447;66.702;481;459;113;674;73;19.5;160;0.472;0.51;2.47;2.60;1.67;1.05;1.18;0.54;0.08;17.65;1.18;jja;220.60;3.41;djf;211;0.478;0.000;0.433;0.000;0.000;0.089;3.29;2.78;0.73;0.35;0.86;0.52;6.44;0.73;0.47;0.648;0.11;0.453;0.328;0.219;0.067;0.008;sm;0.000;0.101;0.000;0.000;0.000;0.000;0.000;0.899;0.000;0.000;0.000;0.000;0.000;-15.0;0.172
448;436.695;706;689;281;1441;128;39.3;140;0.600;0.72;2.64;2.50;1.65;0.95;0.97;0.54;0.10;16.95;1.18;jja;209.40;3.24;djf;312;0.455;0.000;0.486;0.000;0.000;0.046;3.72;3.28;0.74;0.32;0.86;0.55;3.24;0.65;0.47;0.472;0.11;0.447;0.344;0.209;0.104;0.010;mt;0.000;0.613;0.000;0.000;0.000;0.000;0.022;0.364;0.000;0.000;0.000;0.000;0.000;-13.4;0.077
449;21.322;747;735;149;660;155;7.2;157;0.724;1.13;2.62;2.49;1.64;0.95;0.95;0.53;0.10;16.55;1.17;jja;210.60;3.27;djf;242;0.513;0.000;0.484;0.000;0.000;0.003;3.90;3.41;0.76;0.36;0.87;0.52;1.68;0.62;0.48;0.667;0.11;0.453;0.346;0.201;0.107;0.014;mt;0.000;0.990;0.000;0.000;0.000;0.000;0.000;0.010;0.000;0.000;0.000;0.000;0.000;-14.1;0.012
450;57.878;713;696;178;866;136;9.6;156;0.896;0.96;2.54;2.49;1.66;0.98;0.96;0.53;0.09;17.10;1.18;jja;216.20;3.38;djf;242;0.521;0.000;0.437;0.000;0.000;0.043;3.76;3.31;0.75;0.35;0.86;0.53;1.28;0.64;0.48;0.579;0.11;0.445;0.353;0.202;0.119;0.012;mt;0.000;0.901;0.000;0.000;0.000;0.000;0.000;0.099;0.000;0.000;0.000;0.000;0.000;-14.2;0.028
451;343.285;523;427;208;979;110;27.9;132;0.749;0.74;2.41;2.54;1.66;1.05;1.09;0.53;0.07;17.70;1.16;jja;221.75;3.47;djf;211;0.581;0.000;0.373;0.000;0.000;0.044;3.34;2.96;0.75;0.32;0.87;0.56;4.00;0.67;0.48;0.542;0.11;0.435;0.342;0.223;0.102;0.009;sm;0.000;0.437;0.000;0.000;0.000;0.000;0.000;0.563;0.000;0.000;0.000;0.000;0.000;-14.4;0.111
452;922.001;577;475;271;1506;111;59.2;149;0.579;0.70;2.47;2.53;1.66;1.02;1.05;0.53;0.08;16.95;1.18;jja;217.00;3.39;djf;211;0.514;0.000;0.434;0.000;0.000;0.046;3.55;3.13;0.75;0.32;0.87;0.56;5.08;0.66;0.47;0.499;0.11;0.440;0.342;0.218;0.095;0.009;sm;0.000;0.453;0.000;0.000;0.000;0.000;0.011;0.536;0.000;0.000;0.000;0.000;0.000;-13.7;0.107
453;42.940;1280;1278;186;879;251;9.7;240;0.760;0.82;2.96;2.14;1.66;0.72;0.65;0.54;0.15;15.00;1.18;jja;193.40;3.01;djf;312;0.042;0.000;0.883;0.000;0.000;0.004;3.70;3.17;0.69;0.30;0.77;0.51;0.79;0.69;0.46;0.073;0.11;0.467;0.344;0.189;0.143;0.009;mt;0.000;0.660;0.000;0.000;0.000;0.000;0.340;0.000;0.000;0.000;0.000;0.000;0.000;-12.3;0.027
454;409.749;1001;982;227;1309;214;36.0;200;0.635;0.87;2.84;2.32;1.63;0.82;0.77;0.52;0.14;14.30;1.18;jja;195.65;3.08;djf;312;0.296;0.000;0.663;0.000;0.000;0.015;4.16;3.76;0.74;0.29;0.84;0.58;0.89;0.63;0.47;0.254;0.11;0.446;0.356;0.199;0.129;0.012;mt;0.000;0.825;0.000;0.000;0.000;0.000;0.161;0.014;0.000;0.000;0.000;0.000;0.000;-12.6;0.021
455;189.097;397;386;79;727;107;29.1;129;0.533;0.55;2.13;2.55;1.66;1.20;1.14;0.46;0.07;19.25;1.18;jja;233.80;3.75;djf;242;0.593;0.000;0.378;0.000;0.000;0.029;3.99;3.60;0.77;0.32;0.89;0.59;5.36;0.55;0.48;0.415;0.09;0.428;0.328;0.244;0.061;0.008;sm;0.000;0.030;0.000;0.000;0.000;0.000;0.024;0.946;0.000;0.000;0.000;0.000;0.000;-13.4;0.181
456;1953.714;606;459;316;1554;128;72.0;150;0.693;0.69;2.44;2.49;1.66;1.02;1.00;0.51;0.09;16.45;1.17;jja;214.70;3.35;djf;312;0.485;0.000;0.466;0.000;0.001;0.038;3.74;3.34;0.75;0.31;0.87;0.58;4.97;0.64;0.47;0.435;0.10;0.438;0.343;0.220;0.093;0.009;sm;0.000;0.422;0.000;0.000;0.000;0.000;0.043;0.530;0.000;0.000;0.000;0.005;0.000;-13.1;0.108
457;133.137;749;704;225;1206;154;20.2;139;0.645;0.61;2.60;2.50;1.69;0.96;0.99;0.54;0.10;16.95;1.19;jja;214.50;3.30;djf;313;0.347;0.000;0.599;0.000;0.000;0.046;4.13;3.67;0.76;0.32;0.87;0.56;2.06;0.61;0.47;0.580;0.10;0.431;0.358;0.211;0.103;0.010;mt;0.000;0.632;0.000;0.000;0.000;0.000;0.000;0.368;0.000;0.000;0.000;0.000;0.000;-14.3;0.076
458;175.072;663;645;251;1290;131;33.0;139;0.453;0.56;2.54;2.53;1.69;1.00;1.04;0.53;0.09;17.00;1.18;jja;216.35;3.30;djf;313;0.357;0.000;0.560;0.000;0.000;0.076;3.80;3.34;0.74;0.33;0.85;0.54;3.87;0.72;0.47;0.552;0.11;0.441;0.349;0.210;0.094;0.009;sm;0.000;0.481;0.000;0.000;0.000;0.000;0.000;0.519;0.000;0.000;0.000;0.000;0.000;-14.4;0.103
459;118.713;445;412;114;544;92;23.6;152;0.521;0.58;2.29;2.62;1.70;1.14;1.23;0.49;0.07;17.55;1.19;jja;228.15;3.55;djf;211;0.517;0.000;0.419;0.000;0.000;0.056;3.11;2.70;0.73;0.31;0.86;0.56;5.86;0.51;0.47;0.564;0.09;0.415;0.355;0.229;0.057;0.009;sm;0.000;0.285;0.000;0.000;0.000;0.000;0.000;0.715;0.000;0.000;0.000;0.000;0.000;-14.5;0.139
460;419.986;493;406;232;1349;97;47.6;132;0.485;0.56;2.33;2.58;1.71;1.11;1.17;0.50;0.07;17.35;1.19;jja;224.20;3.47;djf;211;0.470;0.000;0.454;0.000;0.000;0.070;3.26;2.84;0.72;0.32;0.84;0.54;6.86;0.66;0.47;0.515;0.11;0.433;0.346;0.221;0.072;0.009;sm;0.000;0.292;0.000;0.000;0.000;0.000;0.000;0.708;0.000;0.000;0.000;0.000;0.000;-14.5;0.137
461;90.386;541;528;101;580;147;18.0;148;0.595;0.49;2.24;2.61;1.69;1.17;1.19;0.48;0.08;17.65;1.20;jja;228.90;3.54;djf;313;0.351;0.000;0.601;0.000;0.000;0.048;4.13;3.75;0.77;0.32;0.91;0.60;1.36;0.63;0.47;0.854;0.10;0.430;0.340;0.231;0.096;0.008;mt;0.000;0.876;0.000;0.000;0.000;0.000;0.000;0.124;0.000;0.000;0.000;0.000;0.000;-14.2;0.032
